$p_0$,$p_1$,$p_2$,$p_3$,$mu$,$sigma$,$chi^2_r$,p-value (\%)
-2.7e+00(1.1e+01),9.78e-03(2.7e-02),-6.5962885e-06(1.7e-05),6.4(2.2)e-01,8.387(72)e+02,3.5(1.2)e+01,3.179,0.230
